google_url,place_name,total_rating,place_category,total_reviews,cost,address,district,eat_in,to_go_1,to_go_2,delivery,opening_hours,website,phone,close,place_acquisition_date,file_name_1,new_district,new_rating,new_review,monday,tuesday,wednesday,thursday,friday,saturday,sunday,new_place_category,latitude,longitude,district_num,model_rating
https://www.google.com.tw/maps/place/%E9%BB%91%E6%9B%9C%E9%BA%B5%E5%B1%8B/data=!4m7!3m6!1s0x3442af359f7230bb:0xadc39dd4421e7ef!8m2!3d25.115294!4d121.5081886!16s%2Fg%2F11j0vgzhs5!19sChIJuzBynzWvQjQR7-chRN053Ao?authuser=0&hl=zh-TW&rclk=1,黑曜麵屋,4.1,拉麵店,379.0,$, 112台北市北投區尊賢街206巷2號,Plus Code: 4G85+47 北投區 台北市,1,1,0,1,星期二、11:00 到 21:00; 星期三、11:00 到 21:00; 星期四、11:00 到 21:00; 星期五、11:00 到 21:00; 星期六、11:00 到 21:00; 星期日、11:00 到 21:00; 星期一、11:00 到 21:00. 隱藏本週營業時間,https://www.facebook.com/Obsidianhouse/, 0979 047 907,,2022-11-22,0,北投區,4,201-500,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]",日式,25.115294,121.5081886,1.0,3.7
https://www.google.com.tw/maps/place/%E6%A8%82%E5%B1%B1%E7%AA%84%E5%B7%B7%E6%8B%89%E9%BA%B5/data=!4m7!3m6!1s0x3442ae513c848b31:0xabf13355e868ac8c!8m2!3d25.132952!4d121.499027!16s%2Fg%2F11dymw6crq!19sChIJMYuEPFGuQjQRjKxo6FUz8as?authuser=0&hl=zh-TW&rclk=1,樂山窄巷拉麵,4.1,拉麵店,1681.0,$$, 112台北市北投區大同街27號,Plus Code: 4FMX+5J 北投區 台北市,1,1,0,0,星期二、11:00 到 14:30、17:00 到 20:30; 星期三、11:00 到 14:30、17:00 到 20:30; 星期四、11:00 到 14:30、17:00 到 20:30; 星期五、11:00 到 14:30、17:00 到 20:30; 星期六、11:00 到 14:15、17:00 到 20:30; 星期日、11:00 到 14:15、17:00 到 20:30; 星期一、11:00 到 14:30、17:00 到 20:30. 隱藏本週營業時間,https://www.facebook.com/rakuzan428/, 02 2892 6265,,2022-11-22,1,北投區,4,1001-2000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 0]",日式,25.132952,121.499027,1.0,3.8
https://www.google.com.tw/maps/place/%E6%97%A5%E6%9C%AC%E6%8B%89%E9%BA%B5%E5%B1%8B/data=!4m7!3m6!1s0x3442ae4f1dcc4bc5:0xed80247b42a6b279!8m2!3d25.1406414!4d121.4999874!16s%2Fg%2F1tcy6l2r!19sChIJxUvMHU-uQjQRebKmQnskgO0?authuser=0&hl=zh-TW&rclk=1,日本拉麵屋,4.0,拉麵店,310.0,$, 112台北市北投區中和街303號,Plus Code: 4FRX+7X 北投區 台北市,1,1,0,0,星期二、11:30 到 14:00、17:00 到 21:00; 星期三、11:30 到 14:00、17:00 到 21:00; 星期四、11:30 到 14:00、17:00 到 21:00; 星期五、11:30 到 14:00、17:00 到 21:00; 星期六、11:30 到 14:00、17:00 到 21:00; 星期日、11:30 到 14:00、17:00 到 21:00; 星期一、休息. 隱藏本週營業時間,http://keeat.pixnet.net/blog/post/443310128, 02 2893 4585,,2022-11-22,2,北投區,4,201-500,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]",日式,25.1406414,121.4999874,1.0,3.7
https://www.google.com.tw/maps/place/%E8%8D%B7%E9%BA%B5%E4%BA%ADHasumentei+%E5%8C%97%E6%8A%95%E5%BA%97/data=!4m7!3m6!1s0x3442af059e6efc33:0x79954e77ae1be919!8m2!3d25.133434!4d121.49799!16s%2Fg%2F11qg4lnyn6!19sChIJM_xungWvQjQRGekbrndOlXk?authuser=0&hl=zh-TW&rclk=1,荷麵亭Hasumentei 北投店,4.4,拉麵店,245.0,, 112台北市北投區育仁路45號,Plus Code: 4FMX+95 北投區 台北市,1,1,0,0,星期二、11:40 到 14:30、17:10 到 20:30; 星期三、11:40 到 14:30、17:10 到 20:30; 星期四、休息; 星期五、11:40 到 14:30、17:10 到 20:30; 星期六、11:40 到 14:30、17:10 到 20:30; 星期日、11:40 到 14:30、17:10 到 20:30; 星期一、11:40 到 14:30、17:10 到 20:30. 隱藏本週營業時間,https://www.facebook.com/HASUMENTEI, 02 2898 2565,,2022-11-22,3,北投區,4,201-500,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 0]",日式,25.133434,121.49799,1.0,4.0
https://www.google.com.tw/maps/place/%E3%82%89%E3%81%82%E3%82%81%E3%82%93%E8%8A%B1%E6%9C%88%E5%B5%90+%E5%8C%97%E6%8A%95%E7%9F%B3%E7%89%8C%E5%BA%97/data=!4m7!3m6!1s0x3442afa01edcd40b:0x8b4dd2938fc329fb!8m2!3d25.1178312!4d121.5173145!16s%2Fg%2F11q_863rjy!19sChIJC9TcHqCvQjQR-ynDj5PSTYs?authuser=0&hl=zh-TW&rclk=1,らあめん花月嵐 北投石牌店,3.3,拉麵店,328.0,$$, 112台北市北投區石牌路二段122號,Plus Code: 4G98+4W 北投區 台北市,1,0,1,1,星期二、11:00 到 22:00; 星期三、11:00 到 22:00; 星期四、11:00 到 22:00; 星期五、11:00 到 22:00; 星期六、11:00 到 22:00; 星期日、11:00 到 22:00; 星期一、11:00 到 22:00. 隱藏本週營業時間,https://www.kagetsu.com.tw/, 02 2822 0228,,2022-11-22,4,北投區,3,201-500,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]",日式,25.1178312,121.5173145,1.0,2.6
https://www.google.com.tw/maps/place/%E6%BB%BF%E5%AE%A2%E5%B1%8B%E6%8B%89%E9%BA%B5/data=!4m7!3m6!1s0x3442ae431b8fcc01:0x1dc711393ae72c79!8m2!3d25.136209!4d121.510909!16s%2Fg%2F1tw1bjl4!19sChIJAcyPG0OuQjQReSznOjkRxx0?authuser=0&hl=zh-TW&rclk=1,滿客屋拉麵,3.6,拉麵店,1816.0,, 112台北市北投區溫泉路110號,Plus Code: 4GP6+F9 北投區 台北市,1,1,0,0,星期二、11:00 到 14:00、17:00 到 20:00; 星期三、11:00 到 14:00、17:00 到 20:00; 星期四、11:00 到 14:00、17:00 到 20:00; 星期五、11:00 到 14:00、17:00 到 20:00; 星期六、11:00 到 14:30、17:00 到 20:00; 星期日、11:00 到 14:30、17:00 到 20:00; 星期一、休息. 隱藏本週營業時間,https://www.facebook.com/pages/%E6%BB%BF%E5%AE%A2%E5%B1%8B%E6%8B%89%E9%BA%B5/239547696190638, 02 2893 7958,,2022-11-22,5,北投區,4,1001-2000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 0]",日式,25.136209,121.510909,1.0,3.2
https://www.google.com.tw/maps/place/%E6%BB%BF%E8%B6%B3%E6%BA%AB%E6%B3%89%E6%8B%89%E9%BA%B5%2F%E5%8C%97%E6%8A%95%E6%8B%89%E9%BA%B5%2F%E5%8C%97%E6%8A%95%E7%BE%8E%E9%A3%9F%2F%E5%8C%97%E6%8A%95%E9%A4%90%E5%BB%B3%2F%E5%8C%97%E6%8A%95%E5%BF%85%E5%90%83%2F%2F%E5%8C%97%E6%8A%95Restaurants%2F%E5%8F%B0%E5%8C%97%E7%BE%8E%E9%A3%9F%E6%8E%A8%E8%96%A6/data=!4m7!3m6!1s0x3442afcfd6152d31:0xb8c3298b04fcfde7!8m2!3d25.1370212!4d121.504872!16s%2Fg%2F11pf5q4q98!19sChIJMS0V1s-vQjQR5_38BIspw7g?authuser=0&hl=zh-TW&rclk=1,滿足溫泉拉麵/北投拉麵/北投美食/北投餐廳/北投必吃//北投Restaurants/台北美食推薦,3.8,拉麵店,776.0,, 112台北市北投區中山路1之8號,Plus Code: 4GP3+RW 北投區 台北市,1,1,0,0,星期二、11:30 到 20:30; 星期三、11:30 到 20:30; 星期四、11:30 到 20:30; 星期五、11:30 到 20:30; 星期六、11:30 到 20:30; 星期日、11:30 到 20:30; 星期一、11:30 到 20:30. 隱藏本週營業時間,https://manzuramen.com/, 02 2897 8366,,2022-11-22,6,北投區,4,501-1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0]",日式,25.1370212,121.504872,1.0,3.2
https://www.google.com.tw/maps/place/%E9%95%B7%E7%94%9F%E5%A1%A9%E4%BA%BA+%E5%8C%97%E6%8A%95%E8%BB%8A%E7%AB%99/data=!4m7!3m6!1s0x3442af69e7c80543:0x5cc421c5a667c108!8m2!3d25.1327138!4d121.4987251!16s%2Fg%2F11nxt8fvl9!19sChIJQwXI52mvQjQRCMFnpsUhxFw?authuser=0&hl=zh-TW&rclk=1,長生塩人 北投車站,4.6,拉麵店,726.0,, 112009台北市北投區育仁路8巷3號,Plus Code: 4FMX+3F 北投區 台北市,1,1,0,0,星期二、17:00 到 01:00; 星期三、17:00 到 01:00; 星期四、17:00 到 01:00; 星期五、17:00 到 01:00; 星期六、17:00 到 01:00; 星期日、17:00 到 01:00; 星期一、17:00 到 01:00. 隱藏本週營業時間,https://www.facebook.com/thesaltramen, 0987 299 379,,2022-11-22,7,北投區,5,501-1000,"[1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1, 1, 1]","[1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1, 1, 1]","[1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1, 1, 1]","[1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1, 1, 1]","[1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1, 1, 1]","[1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1, 1, 1]","[1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1, 1, 1]",日式,25.1327138,121.4987251,1.0,4.1
https://www.google.com.tw/maps/place/%E8%91%89%E6%AB%BB%E6%8B%89%E9%BA%B5+Hazakura/data=!4m7!3m6!1s0x3442af56ef06d781:0xf4f4be6f911aa319!8m2!3d25.1327706!4d121.5000355!16s%2Fg%2F11mhl_0z4z!19sChIJgdcG71avQjQRGaMakW--9PQ?authuser=0&hl=zh-TW&rclk=1,葉櫻拉麵 Hazakura,4.5,拉麵店,343.0,, 112台北市北投區光明路62號,Plus Code: 4GM2+42 北投區 台北市,1,1,0,0,星期二、11:30 到 13:30、17:00 到 20:30; 星期三、11:30 到 13:30、17:00 到 20:30; 星期四、11:30 到 13:30、17:00 到 20:30; 星期五、11:30 到 13:30、17:00 到 20:30; 星期六、11:30 到 13:30、17:00 到 20:30; 星期日、11:30 到 13:30、17:00 到 20:30; 星期一、休息. 隱藏本週營業時間,https://www.facebook.com/%E8%91%89%E6%AB%BB%E6%8B%89%E9%BA%B5-100490525395416/, 0916 210 320,,2022-11-22,8,北投區,4,201-500,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 0]",日式,25.1327706,121.5000355,1.0,4.2
https://www.google.com.tw/maps/place/%E9%9A%B1%E5%AE%B6%E6%8B%89%E9%BA%B5+%E5%A3%AB%E6%9E%97%E5%BA%97/data=!4m7!3m6!1s0x3442af69d400ed81:0xd3780288c1b99726!8m2!3d25.0932112!4d121.5271313!16s%2Fg%2F11h80qb24m!19sChIJge0A1GmvQjQRJpe5wYgCeNM?authuser=0&hl=zh-TW&rclk=1,隱家拉麵 士林店,4.4,拉麵店,2208.0,$$, 111台北市士林區中山北路五段505巷22號,Plus Code: 3GVG+7V 士林區 台北市,1,1,0,0,星期二、11:30 到 14:00、16:30 到 22:00; 星期三、11:30 到 14:00、16:30 到 22:00; 星期四、11:30 到 14:00、16:30 到 22:00; 星期五、11:30 到 14:00、16:30 到 22:00; 星期六、11:30 到 14:00、16:30 到 22:00; 星期日、11:30 到 14:00、16:30 到 22:00; 星期一、11:30 到 14:00、16:30 到 22:00. 隱藏本週營業時間,https://www.facebook.com/kakuregaramen/, 02 2888 1026,,2022-11-22,10,士林區,4,2001-3000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]",日式,25.0932112,121.5271313,1.0,4.0
