0,https://www.google.com.tw/maps/place/%E7%83%8F%E6%89%98%E9%82%A6%E4%BA%A4%E5%8F%8B%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x360aaba11d3debd7:0x9b5c23830e90b1aa!8m2!3d37.7979405!4d112.5522289!16s%2Fg%2F113g7jnz_!19sChIJ1-s9HaGrCjYRqrGQDoMjXJs?authuser=0&hl=zh-TW&rclk=1,烏托邦交友酒吧,,酒吧,,, 中國山西省太原市小店区平阳路 邮政编码: 030000,,0,0,0,0,,,,,2022-11-29
0,https://www.google.com.tw/maps/place/%E5%A4%9C%E8%89%B2%E9%9F%B3%E6%A8%82%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x360aa90b7c650faf:0xccd50293dde7185!8m2!3d37.8549436!4d112.5665011!16s%2Fg%2F11g_07nf4!19sChIJrw9lfAupCjYRhXHePSlQzQw?authuser=0&hl=zh-TW&rclk=1,夜色音樂酒吧,2.0,酒吧,,, 中國山西省太原市迎泽区青年路 邮政编码: 030099,,0,0,0,0,,,,,2022-11-29
0,https://www.google.com.tw/maps/place/%E9%A6%AC%E6%AD%87%E7%88%BEmarshall%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x35b27aafd7fdc549:0xe47ca5aaef69c5ef!8m2!3d31.206384!4d121.454877!16s%2Fg%2F1vmq_d94!19sChIJScX91696sjUR78Vp76qlfOQ?authuser=0&hl=zh-TW&rclk=1,馬歇爾marshall酒吧,,娛樂,,, 中國上海市徐汇区太原路160号太原别墅内,Plus Code: 6F43+HX 徐匯區 中國上海市,0,0,0,0,,, +86 21 6471 2655,,2022-11-29
0,https://www.google.com.tw/maps/place/%E8%81%9A%E6%A8%82KTV/data=!4m7!3m6!1s0x35b27aafcb5d7fed:0x93cd343621cf171!8m2!3d31.207536!4d121.454278!16s%2Fg%2F1tf_qwxr!19sChIJ7X9dy696sjURcfEcYkPTPAk?authuser=0&hl=zh-TW&rclk=1,聚樂KTV,4.0 星級  1 則評論,卡拉 OK 酒吧,,, 中國上海市徐汇区太原路,,0,0,0,0,,,,,2022-11-29
0,https://www.google.com.tw/maps/place/%E8%8F%B2%E5%B0%BC%E5%85%8B%E6%96%AF/data=!4m7!3m6!1s0x360aabb6c7b048a9:0x37fe1a28f297c654!8m2!3d37.808621!4d112.564591!16s%2Fg%2F1w110cwp!19sChIJqUiwx7arCjYRVMaX8iga_jc?authuser=0&hl=zh-TW&rclk=1,菲尼克斯,,酒吧,,, 中國山西省太原市小店区体育西路,,0,0,0,0,星期五酒吧·0.0 星級·酒吧,https://www.phoenixcontact.com/online/portal/cn?1dmy&urile=wcm:path:/cnzh/web/home,,,2022-11-29
0,https://www.google.com.tw/maps/place/%E9%9B%B7%E5%85%8B%E5%B0%8F%E9%8E%AE/data=!4m7!3m6!1s0x360aaba999984b67:0x7fd2dfb49adcd10d!8m2!3d37.794675!4d112.565029!16s%2Fg%2F11cm1lsjz6!19sChIJZ0uYmamrCjYRDdHcmrTf0n8?authuser=0&hl=zh-TW&rclk=1,雷克小鎮,,酒吧,,, 中國山西省太原市小店区电子路 邮政编码: 030000,,0,0,0,0,,,,,2022-11-29
0,https://www.google.com.tw/maps/place/Jinchiyan/data=!4m7!3m6!1s0x360aaba102d0f96f:0xd2f600f1065ca029!8m2!3d37.797924!4d112.552037!16s%2Fg%2F11cm1m0l42!19sChIJb_nQAqGrCjYRKaBcBvEA9tI?authuser=0&hl=zh-TW&rclk=1,Jinchiyan,,酒吧,,, 中國山西省太原市小店区平阳路中街3 邮政编码: 030000,Plus Code: QHX2+5R 小店區 中國山西省太原市,0,0,0,0,,,,,2022-11-29
0,https://www.google.com.tw/maps/place/%E6%96%9F%E6%83%85%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x360aabd2f509222b:0x7a8797d16f9d755c!8m2!3d37.823413!4d112.56819!16s%2Fg%2F1hc3jnyv5!19sChIJKyIJ9dKrCjYRXHWdb9GXh3o?authuser=0&hl=zh-TW&rclk=1,斟情酒吧,,,,, 中國山西省太原市小店区体育路,,0,0,0,0,,,,,2022-11-29
0,https://www.google.com.tw/maps/place/Free+World+Pub/data=!4m7!3m6!1s0x360acbd53a518911:0x5be41ed84a01ca42!8m2!3d37.906162!4d112.189805!16s%2Fg%2F1pp2v6qhb!19sChIJEYlROtXLCjYRQsoBStge5Fs?authuser=0&hl=zh-TW&rclk=1,Free World Pub,,,,, 中國山西省太原市古交市前进路 邮政编码: 030299,,0,0,0,0,,,,,2022-11-29
0,https://www.google.com.tw/maps/place/%E6%A8%82%E5%B7%A2%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x360aabb7dd7d9a0f:0x2baa8f0f4beb3040!8m2!3d37.8129904!4d112.5617627!16s%2Fg%2F11b6vnpdp6!19sChIJD5p93berCjYRQDDrSw-Pqis?authuser=0&hl=zh-TW&rclk=1,樂巢酒吧,,,,, 中國山西省太原市小店区长治路181号 邮政编码: 030000,Plus Code: RH76+5P 小店區 中國山西省太原市,0,0,0,0,,,,,2022-11-29
