Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33
https://www.google.com.tw/maps/place/%E5%85%AB%E5%88%86%E7%9B%AE%E7%8F%88%E7%90%B2/data=!4m7!3m6!1s0x3442ab4d2c6c1b6f:0x7bc1384e34aba0b9!8m2!3d25.0228425!4d121.5411731!16s%2Fg%2F11j6v21q31!19sChIJbxtsLE2rQjQRuaCrNE44wXs?authuser=0&hl=zh-TW&rclk=1,八分目珈琲,4.9,咖啡店,146,, 106台北市大安區辛亥路二段171巷27號,Plus Code: 2GFR+4F 大安區 台北市,1,1,0,0,星期二、07:30 到 16:00; 星期三、07:30 到 16:00; 星期四、07:30 到 16:00; 星期五、07:30 到 16:00; 星期六、08:00 到 16:00; 星期日、休息; 星期一、07:30 到 16:00. 隱藏本週營業時間,https://www.facebook.com/%E5%85%AB%E5%88%86%E7%9B%AE%E5%92%96%E5%95%A1-102415641502896,,,2022/11/22,10681,大安區,5,51-200,"[0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",咖啡甜點,25.0228425,121.5411731,4,4.9
https://www.google.com.tw/maps/place/%E5%96%B5%E5%B1%8B+Meow+%E8%BC%95%E9%A3%9F%E9%A4%90%E5%BB%B3/data=!4m7!3m6!1s0x3442ab867fa6ec4f:0x5974a81fe0e218d5!8m2!3d25.0222221!4d121.5411915!16s%2Fg%2F11nytx7vzs!19sChIJT-ymf4arQjQR1Rji4B-odFk?authuser=0&hl=zh-TW&rclk=1,喵屋 Meow 輕食餐廳,4.8,餐廳,77,, 106台北市大安區辛亥路二段171巷11號1樓,Plus Code: 2GCR+VF 大安區 台北市,1,1,0,0,星期二、11:30 到 20:00; 星期三、11:30 到 20:00; 星期四、11:30 到 20:00; 星期五、11:30 到 20:00; 星期六、11:30 到 14:00; 星期日、休息; 星期一、11:30 到 19:00. 隱藏本週營業時間,https://www.facebook.com/%E5%96%B5%E5%B1%8B-Meow-%E8%BC%95%E9%A3%9F%E9%A4%90%E5%BB%B3-102302591738933, 02 2378 9988,,2022/11/22,10683,大安區,5,51-200,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",咖啡甜點,25.0222221,121.5411915,4,4.5
https://www.google.com.tw/maps/place/%E5%B1%B1%E6%9E%97%E7%BE%8E%E9%A3%9F%E9%A4%A8/data=!4m7!3m6!1s0x3442aa28e849d96b:0x7b51b2d4e880988d!8m2!3d25.0229703!4d121.5411898!16s%2Fg%2F11cm_4qx1b!19sChIJa9lJ6CiqQjQRjZiA6NSyUXs?authuser=0&hl=zh-TW&rclk=1,山林美食館,3.8,早餐餐廳,251,$, 106台北市大安區辛亥路二段171巷31號,Plus Code: 2GFR+5F 大安區 台北市,1,1,0,0,星期二、05:00 到 13:30; 星期三、05:00 到 13:30; 星期四、05:00 到 13:30; 星期五、05:00 到 13:30; 星期六、05:00 到 13:30; 星期日、05:00 到 13:30; 星期一、05:00 到 13:30. 隱藏本週營業時間,, 02 2377 4298,,2022/11/22,10684,大安區,4,201-500,"[0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",早午餐,25.0229703,121.5411898,4,3.3
https://www.google.com.tw/maps/place/%E8%AC%9D%E8%80%81%E9%97%86%E6%B6%BC%E9%BA%B5/data=!4m7!3m6!1s0x3442aa28e6f7e55f:0x1ad484726bffe51c!8m2!3d25.023434!4d121.5409851!16s%2Fg%2F11dfjyjf07!19sChIJX-X35iiqQjQRHOX_a3KE1Bo?authuser=0&hl=zh-TW&rclk=1,謝老闆涼麵,3.9,冷麵店,76,$, 106台北市大安區和平東路二段96巷8號,Plus Code: 2GFR+99 大安區 台北市,1,1,0,0,星期二、07:30 到 14:00; 星期三、07:30 到 14:00; 星期四、07:30 到 14:00; 星期五、07:30 到 14:00; 星期六、07:30 到 14:00; 星期日、休息; 星期一、07:30 到 14:00. 隱藏本週營業時間,, 02 2737 3219,,2022/11/22,10685,大安區,4,51-200,"[0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",日式,25.023434,121.5409851,4,3.6
https://www.google.com.tw/maps/place/%E5%B0%B9%E8%BB%92%E9%BD%8B%E8%94%AC%E9%A3%9F%E7%84%A1%E8%82%89%E6%96%99%E7%90%86/data=!4m7!3m6!1s0x3442a9ba3dcd8b57:0xad34c0ba360f7dc5!8m2!3d25.02625!4d121.507916!16s%2Fg%2F11xb5pf3q!19sChIJV4vNPbqpQjQRxX0PNrrANK0?authuser=0&hl=zh-TW&rclk=1,尹軒齋蔬食無肉料理,4.1,純素餐廳,59,, 100台北市中正區中華路二段391號,Plus Code: 2GG5+G5 中正區 台北市,1,1,0,1,星期二、11:00 到 13:30、17:00 到 19:30; 星期三、11:00 到 13:30、17:00 到 19:30; 星期四、11:00 到 13:30、17:00 到 19:30; 星期五、11:00 到 13:30、17:00 到 19:30; 星期六、休息; 星期日、11:00 到 13:30、17:00 到 19:30; 星期一、11:00 到 13:30、17:00 到 19:30. 隱藏本週營業時間,http://www.facebook.com/baoshan88, 02 2303 5020,,2022/11/22,10686,中正區,4,51-200,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 0, 0, 0, 0, 1.0, 1.0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 0, 0, 0, 0, 1.0, 1.0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 0, 0, 0, 0, 1.0, 1.0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 0, 0, 0, 0, 1.0, 1.0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 0, 0, 0, 0, 1.0, 1.0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 0, 0, 0, 0, 1.0, 1.0, 0, 0, 0, 0, 0]",素食,25.02625,121.507916,5,3.6
https://www.google.com.tw/maps/place/Tzubi+Park+Project/data=!4m7!3m6!1s0x3442ab77120283a7:0x22d4b938a6512262!8m2!3d25.0636457!4d121.5826373!16s%2Fg%2F11srbbcldr!19sChIJp4MCEnerQjQRYiJRpji51CI?authuser=0&hl=zh-TW&rclk=1,Tzubi Park Project,4.3,咖啡店,84,, 114台北市內湖區114新湖二路259巷7號,Plus Code: 3H7M+F3 內湖區 台北市,1,1,0,0,星期二、10:00 到 18:00; 星期三、10:00 到 18:00; 星期四、10:00 到 18:00; 星期五、10:00 到 18:00; 星期六、10:00 到 18:00; 星期日、10:00 到 18:00; 星期一、10:00 到 18:00. 隱藏本週營業時間,https://www.tzubicoffee.com/, 02 8792 1090,,2022/11/22,10688,內湖區,4,51-200,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0]",咖啡甜點,25.0636457,121.5826373,3,3.7
https://www.google.com.tw/maps/place/%E6%97%AC%E5%91%B3+%E8%87%AA%E7%84%B6%E9%8D%8B%E7%89%A9-%E5%8F%B0%E5%8C%97%E7%BE%8E%E9%A3%9F+%E4%BF%A1%E7%BE%A9%E5%8D%80%E7%BE%8E%E9%A3%9F+%E4%BF%A1%E7%BE%A9%E5%8D%80%E7%81%AB%E9%8D%8B+%E4%BF%A1%E7%BE%A9%E5%8D%80%E5%A4%96%E5%B8%B6%E7%BE%8E%E9%A3%9F+%E4%BF%A1%E7%BE%A9%E5%8D%80%E5%A5%BD%E5%90%83%E6%8E%A8%E8%96%A6+%E4%BF%A1%E7%BE%A9%E5%8D%80%E9%AB%98CP%E5%80%BC%E7%81%AB%E9%8D%8B/data=!4m7!3m6!1s0x3442ab50768f5165:0xa221fb15c8f20661!8m2!3d25.0404951!4d121.5626444!16s%2Fg%2F11q2ns4hjy!19sChIJZVGPdlCrQjQRYQbyyBX7IaI?authuser=0&hl=zh-TW&rclk=1,旬味 自然鍋物-台北美食 信義區美食 信義區火鍋 信義區外帶美食 信義區好吃推薦 信義區高CP值火鍋,4.9,火鍋餐廳,780,, 110台北市信義區逸仙路50巷18號,Plus Code: 2HR7+53 信義區 台北市,1,1,0,0,星期二、11:30 到 15:00、17:30 到 21:00; 星期三、11:30 到 15:00、17:30 到 21:00; 星期四、11:30 到 15:00、17:30 到 21:00; 星期五、11:30 到 15:00、17:30 到 21:00; 星期六、11:30 到 21:00; 星期日、11:30 到 21:00; 星期一、11:30 到 15:00、17:30 到 21:00. 隱藏本週營業時間,https://www.xunwei2021.com/, 02 2720 0873,,2022/11/22,10690,信義區,5,501-1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]",火鍋,25.0404951,121.5626444,4,4.6
https://www.google.com.tw/maps/place/%E5%8D%81%E4%BA%8C%E7%B1%83%E7%B2%A5%E7%81%AB%E9%8D%8B+%E9%80%B8%E4%BB%99%E5%BA%97/data=!4m7!3m6!1s0x3442abb903676b8b:0x591fa610d920ea28!8m2!3d25.0404799!4d121.5629965!16s%2Fg%2F11b6shcbq_!19sChIJi2tnA7mrQjQRKOog2RCmH1k?authuser=0&hl=zh-TW&rclk=1,十二籃粥火鍋 逸仙店,4.3,火鍋餐廳,1170,$$$, 110台北市信義區逸仙路50巷28號,Plus Code: 2HR7+55 信義區 台北市,1,1,0,1,星期二、11:30 到 22:00; 星期三、11:30 到 22:00; 星期四、11:30 到 22:00; 星期五、11:30 到 22:00; 星期六、11:30 到 22:00; 星期日、休息; 星期一、休息. 隱藏本週營業時間,http://www.12basket.tw/, 02 2345 5330,,2022/11/22,10691,信義區,4,1001-2000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",火鍋,25.0404799,121.5629965,4,4.1
https://www.google.com.tw/maps/place/%E3%81%97%E3%82%83%E3%81%B6%E3%81%97%E3%82%83%E3%81%B6%E6%B8%A9%E9%87%8E%E8%8F%9C%E6%97%A5%E6%9C%AC%E6%B6%AE%E6%B6%AE%E9%8D%8B%E5%B0%88%E9%96%80%E5%BA%97+%E8%AA%A0%E5%93%81%E4%BF%A1%E7%BE%A9%E5%BA%97/data=!4m7!3m6!1s0x3442abbbd465615f:0x675ad2d0783a1e3!8m2!3d25.0397197!4d121.5658739!16s%2Fg%2F11ckqj2ggp!19sChIJX2Fl1LurQjQR46GDBy2tdQY?authuser=0&hl=zh-TW&rclk=1,しゃぶしゃぶ温野菜日本涮涮鍋專門店 誠品信義店,3.4,火鍋餐廳,995,$$$, 110台北市信義區松高路11號4樓,Plus Code: 2HQ8+V8 信義區 台北市,1,1,0,1,星期二、11:00 到 15:00、17:00 到 22:00; 星期三、11:00 到 15:00、17:00 到 22:00; 星期四、11:00 到 15:00、17:00 到 22:00; 星期五、11:00 到 15:00、17:00 到 22:30; 星期六、11:00 到 22:30; 星期日、11:00 到 22:00; 星期一、11:00 到 15:00、17:00 到 22:00. 隱藏本週營業時間,http://www.onyasai.com.tw/, 02 2723 7790,,2022/11/22,10692,信義區,3,501-1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]",火鍋,25.0397197,121.5658739,4,2.7
https://www.google.com.tw/maps/place/%E4%B8%89%E5%AA%BD%E8%87%AD%E8%87%AD%E9%8D%8B+%E6%B0%B8%E6%98%A5%E5%BA%97/data=!4m7!3m6!1s0x3442aba03b2cb8b7:0x9fd7f8b391397b73!8m2!3d25.0430559!4d121.58073!16s%2Fg%2F11g8_06cvp!19sChIJt7gsO6CrQjQRc3s5kbP4158?authuser=0&hl=zh-TW&rclk=1,三媽臭臭鍋 永春店,4,火鍋餐廳,601,$, 110台北市信義區忠孝東路五段729號,Plus Code: 2HVJ+67 信義區 台北市,1,1,0,1,星期二、11:00 到 23:00; 星期三、11:00 到 23:00; 星期四、11:00 到 23:00; 星期五、11:00 到 23:00; 星期六、11:00 到 23:00; 星期日、11:00 到 23:00; 星期一、休息. 隱藏本週營業時間,, 02 8785 1089,,2022/11/22,10693,信義區,4,501-1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0]",火鍋,25.0430559,121.58073,4,3.7
